Date	app	Campaign	os	spend	Installs	cpi
2019-03-07	auto	MSK_SPB	android	1782.7399999999998	15.0	118.84933333333332
2019-03-07	auto	MSK_SPB	ios	44.17	0.0	0.0
2019-03-07	auto	MSK_SPB	server	1042.07	0.0	0.0
2019-03-07	auto	RU	android	35925.69000000001	396.0	90.72143939393942
2019-03-07	auto	RU	ios	1699.49	22.0	77.24954545454545
2019-03-07	auto	RU	server	32917.47	0.0	0.0
2019-03-07	auto	RU	windows	0.0	0.0	0.0
2019-03-07	auto	RU_comm	android	0.0	0.0	0.0
2019-03-07	auto	RU_comm	ios	0.0	0.0	0.0
2019-03-07	auto	SPB	android	876.55	7.0	125.22142857142856
2019-03-07	auto	SPB	ios	0.0	0.0	0.0
2019-03-07	auto	SPB	server	708.99	0.0	0.0
2019-03-07	real	MSK	android	4790.450000000001	100.0	47.904500000000006
2019-03-07	real	MSK	ios	387.0100000000001	6.0	64.50166666666668
2019-03-07	real	MSK	server	2703.56	0.0	0.0
2019-03-07	real	MSK	windows	0.0	0.0	0.0
2019-03-07	real	SPB	android	10369.150000000001	70.0	148.1307142857143
2019-03-07	real	SPB	ios	872.5700000000002	4.0	218.14250000000004
2019-03-07	real	SPB	server	6864.02	0.0	0.0
2019-03-08	auto	MSK_SPB	android	2076.66	18.0	115.36999999999999
2019-03-08	auto	MSK_SPB	ios	42.31	0.0	0.0
2019-03-08	auto	MSK_SPB	server	72.21	0.0	0.0
2019-03-08	auto	RU	android	25444.319999999996	299.0	85.09806020066888
2019-03-08	auto	RU	ios	1480.8100000000002	18.0	82.26722222222223
2019-03-08	auto	RU	server	19164.4	0.0	0.0
2019-03-08	auto	RU	windows	0.0	0.0	0.0
2019-03-08	auto	RU_comm	android	0.0	0.0	0.0
2019-03-08	auto	RU_comm	ios	0.0	0.0	0.0
2019-03-08	auto	SPB	android	415.37000000000006	3.0	138.45666666666668
2019-03-08	auto	SPB	ios	0.0	0.0	0.0
2019-03-08	auto	SPB	server	10.32	0.0	0.0
2019-03-08	real	MSK	android	8351.419999999998	161.0	51.87217391304347
2019-03-08	real	MSK	ios	602.95	12.0	50.24583333333334
2019-03-08	real	MSK	server	1438.13	0.0	0.0
2019-03-08	real	MSK	windows	0.0	0.0	0.0
2019-03-08	real	SPB	android	6998.370000000001	40.0	174.95925000000003
2019-03-08	real	SPB	ios	677.0699999999999	3.0	225.68999999999997
2019-03-08	real	SPB	server	3700.0	0.0	0.0
2019-03-09	auto	MSK_SPB	android	2719.62	23.0	118.24434782608695
2019-03-09	auto	MSK_SPB	ios	43.58	0.0	0.0
2019-03-09	auto	MSK_SPB	server	1562.79	0.0	0.0
2019-03-09	auto	RU	android	25206.329999999994	321.0	78.52439252336447
2019-03-09	auto	RU	ios	2012.02	41.0	49.07365853658536
2019-03-09	auto	RU	server	21822.659999999996	0.0	0.0
2019-03-09	auto	RU	windows	181.95999999999998	0.0	0.0
2019-03-09	auto	RU_comm	android	0.0	0.0	0.0
2019-03-09	auto	RU_comm	ios	0.0	0.0	0.0
2019-03-09	auto	SPB	android	378.4	4.0	94.6
2019-03-09	auto	SPB	ios	0.0	0.0	0.0
2019-03-09	auto	SPB	server	152.26	0.0	0.0
2019-03-09	real	MSK	android	7919.419999999997	143.0	55.38055944055942
2019-03-09	real	MSK	ios	764.3999999999999	17.0	44.96470588235293
2019-03-09	real	MSK	server	1253.29	0.0	0.0
2019-03-09	real	MSK	windows	0.0	0.0	0.0
2019-03-09	real	SPB	android	6497.160000000001	46.0	141.2426086956522
2019-03-09	real	SPB	ios	1091.48	9.0	121.27555555555556
2019-03-09	real	SPB	server	4193.2300000000005	0.0	0.0
2019-03-10	auto	MSK_SPB	android	1475.44	17.0	86.79058823529412
2019-03-10	auto	MSK_SPB	ios	29.72	2.0	14.86
2019-03-10	auto	RU	android	22551.959999999992	327.0	68.96623853211007
2019-03-10	auto	RU	ios	2317.76	38.0	60.99368421052632
2019-03-10	auto	RU	server	15754.300000000001	0.0	0.0
2019-03-10	auto	RU	windows	0.0	0.0	0.0
2019-03-10	auto	RU_comm	android	0.0	0.0	0.0
2019-03-10	auto	RU_comm	ios	0.0	0.0	0.0
2019-03-10	auto	SPB	android	117.16000000000001	0.0	0.0
2019-03-10	auto	SPB	ios	0.0	0.0	0.0
2019-03-10	real	MSK	android	7782.660000000003	166.0	46.88349397590363
2019-03-10	real	MSK	ios	1469.67	18.0	81.64833333333334
2019-03-10	real	MSK	server	5219.73	0.0	0.0
2019-03-10	real	MSK	windows	0.0	0.0	0.0
2019-03-10	real	SPB	android	6251.68	52.0	120.22461538461539
2019-03-10	real	SPB	ios	1340.0	13.0	103.07692307692308
2019-03-10	real	SPB	server	3917.26	0.0	0.0
2019-03-11	auto	MSK_SPB	android	694.5600000000001	8.0	86.82000000000001
2019-03-11	auto	MSK_SPB	ios	7.43	1.0	7.43
2019-03-11	auto	MSK_SPB	server	65.31	0.0	0.0
2019-03-11	auto	RU	android	10552.849999999999	162.0	65.14104938271603
2019-03-11	auto	RU	ios	743.39	9.0	82.5988888888889
2019-03-11	auto	RU	server	6498.1	0.0	0.0
2019-03-11	auto	RU_comm	android	0.0	0.0	0.0
2019-03-11	auto	RU_comm	ios	0.0	0.0	0.0
2019-03-11	auto	SPB	android	194.1	1.0	194.1
2019-03-11	auto	SPB	ios	0.0	0.0	0.0
2019-03-11	real	MSK	android	3659.6100000000006	78.0	46.91807692307693
2019-03-11	real	MSK	ios	284.3199999999999	9.0	31.591111111111097
2019-03-11	real	MSK	server	1998.58	0.0	0.0
2019-03-11	real	SPB	android	2314.06	27.0	85.70592592592592
2019-03-11	real	SPB	ios	106.3	3.0	35.43333333333333
2019-03-11	real	SPB	server	1387.2199999999998	0.0	0.0
